Unnamed: 0,Slope From SSURGO,Slope From USGS Elevation Data,Bulk Density,Slope Length/USLE L Factor,Deepest Soil Horizon Layer,Organic Matter,pH,Saturated Hydraulic Conductivity,7-Day Maximum Precipitation,Runoff,Erodibility,Depth to Upper Horizon Boundary,Total Depth of Soil,2-Month Average Precipitation,62-Day Average Precipitation,Available Water Capacity,Brooks-Corey Theta 33,Hydrologic Group,Longitude,Latitude,Stability,Saturation Difference after Precipitation,Wetting Front,Runoff_CN,Unnamed: 0.1,Aspect,Profile Curvature,Planform Curvature,Curvature
570.0,1.0,1.1310374736785889,1.32,61.0,29.0,4.5,6.7,1.0,16.5,0.0,0.0,0.0,23.0,71.63333333333334,2.5190476190476194,0.21,35.0,5.0,-84.818749,41.219944,1.0,2.4,112.0,0.0,,,,,
398.0,1.0,1.2116646766662598,1.54,30.0,65.0,0.3,6.7,2.7,4.8,0.0,1.0,56.0,152.0,17.333333333333332,0.546031746031746,0.18,33.9,6.0,-98.954986,37.950195,1.0,9.7,,0.0,524.0,245.8819,34.408237,0.072908625,-34.335327
372.0,1.0,1.216604709625244,1.5,61.0,29.0,5.0,7.0,2.82,16.5,0.0,0.0,0.0,28.0,116.33333333333331,4.9603174603174605,0.21,35.0,5.0,-85.185677,40.910257,1.0,2.4,101.0,0.0,,,,,
561.0,2.0,1.2389096021652222,1.45,,19.0,3.5,4.5,28.0,5.8,5.0,1.0,0.0,18.0,107.13333333333333,3.7031746031746033,0.13,21.4,3.0,-76.991624,35.141717,1.0,8.799999,30.0,0.22834658,,,,,
313.0,1.0,1.2591828107833862,1.64,76.0,78.0,0.25,4.9,92.0,0.3,0.0,0.0,56.0,200.0,0.0,0.3095238095238095,0.06,7.5,1.0,-89.568955,44.217546,1.0,5.7,200.0,0.0,,,,,
339.0,3.0,1.277393460273743,1.54,61.0,69.0,1.0,8.0,9.0,0.3,2.0,1.0,43.0,91.0,16.2,0.1857142857142857,0.16,27.3,2.0,-98.885668,28.54039,1.0,,,0.0,,,,,
122.0,3.0,1.295524835586548,1.38,91.0,19.0,1.5,7.2,9.0,0.0,3.0,,0.0,8.0,11.15,0.353968253968254,0.22,30.6,4.0,-102.28184,37.386976,1.0,14.4,,0.0,311.0,146.71553,-0.18874115,-0.0758261,0.11291504
270.0,2.0,1.3139619827270508,1.33,46.0,19.0,2.5,4.6,9.0,17.6,0.0,0.0,0.0,13.0,76.25,4.990476190476191,0.14,30.6,6.0,-81.569556,32.994721,1.0,14.3,,0.0,388.0,309.48788,1.2355021,-1.4317342,-2.6672363
162.0,1.0,1.3795517683029177,1.35,30.0,29.0,3.0,6.5,9.0,0.0,0.0,0.0,0.0,18.0,34.266666666666666,0.8968253968253969,0.21,30.1,5.0,-98.533051,40.440862,1.0,15.0,,0.0,,,,,
67.0,5.0,1.3812053203582764,1.7,,17.0,0.1,4.5,2.7,3.3,2.0,1.0,165.0,203.0,147.6,6.526984126984128,0.22,27.8,2.0,-75.20424,38.385002,1.0,15.4,89.0,0.0,,,,,
283.0,2.0,1.4081755876541138,1.5,61.0,45.0,1.25,7.0,9.17,53.8,0.0,1.0,30.0,140.0,103.93333333333334,2.603174603174603,0.18,34.1,3.0,-85.87499,40.279556,1.0,14.9,,0.0,387.0,278.24796,-2.3128347,9.637849,11.950684
557.0,6.0,1.436445951461792,1.5,61.0,20.0,0.75,5.5,92.0,0.0,1.0,,0.0,8.0,0.0,0.0984126984126984,0.11,11.7,0.0,-89.62452,45.49524,1.0,8.2,203.0,0.0,317.0,83.595825,-29.912203,7.9591584,37.87136
16.0,3.0,1.468040943145752,1.42,,29.0,2.0,8.0,9.0,3.6,2.0,,0.0,25.0,0.0,0.4825396825396825,0.22,30.7,4.0,-98.708967,38.643788,1.0,14.3,,0.0,274.0,140.78574,5.124912,-6.3252835,-11.450195
245.0,1.0,1.4945498704910278,1.46,75.0,29.0,1.25,5.5,9.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0936507936507936,0.22,27.7,6.0,-90.757423,35.56541,1.0,15.5,200.0,0.0,,,,,
322.0,0.5,1.5499712228775024,0.84,76.0,102.0,8.5,6.5,0.21,22.1,0.0,0.0,0.0,17.0,176.19999999999996,7.57936507936508,0.19,50.8,6.0,-90.557255,29.86961,1.0,18.2,183.0,0.0,476.0,7.5824184,-17.157438,6.307527,23.464966
179.0,1.0,1.5658632516860962,1.55,,97.0,2.0,4.6,28.0,0.0,0.0,1.0,0.0,18.0,0.0,0.7507936507936508,0.13,20.2,1.0,-76.307624,36.631926,1.0,9.500001,,0.0,471.0,261.48712,-7.114655,-8.799226,-1.6845703
534.0,6.0,1.6521964073181152,1.51,31.0,97.0,3.0,6.2,64.0,20.3,2.0,1.0,0.0,71.0,73.63333333333334,2.134920634920636,0.09,12.6,0.0,-83.999524,41.465545,1.0,6.6,,0.0,428.0,327.31134,-1.8392298,-2.3763392,-0.5371094
,,1.6951264142990112,,,,,,,,,,,,,,,,,,,,,,,322.0,162.91333,-7.281172,-3.9730663,3.3081055
71.0,1.0,1.704438328742981,1.36,30.0,29.0,1.8,7.5,6.0,3.6,0.0,1.0,0.0,20.0,11.7,0.4809523809523809,0.22,30.7,4.0,-101.099345,39.299066,1.0,14.4,,0.0,,,,,
,,1.72263503074646,,,,,,,,,,,,,,,,,,,,,,,354.0,8.1852455,0.38929713,-1.1064159,-1.495713
,,1.7419990301132202,,,,,,,,,,,,,,,,,,,,,,,323.0,36.79228,-4.384088,0.39191273,4.776001
1007.0,99.0,1.7819384336471558,0.95,38.0,97.0,25.0,4.3,28.0,495.3,5.0,1.0,0.0,13.0,,13.036507936507936,0.15,28.3,2.0,-156.04242998,20.66346651,0.0,11.9,,19.50001053,,,,,
258.0,1.0,1.809348225593567,1.38,30.0,19.0,3.5,6.8,0.9,2.1,0.0,0.0,0.0,18.0,60.96666666666667,1.6444444444444446,0.16,34.5,6.0,-87.845926,32.47594,1.0,11.6,165.0,0.0,276.0,75.466545,6.3802176,0.69174093,-5.6884766
299.0,5.0,1.813950657844544,1.5,46.0,19.0,1.4,5.3,247.0,0.5,0.0,1.0,0.0,10.0,0.0,0.0174603174603174,0.07,3.0,0.0,-86.939669,30.466853,1.0,6.7,31.0,0.0,,,,,
61.0,3.0,1.824889898300171,1.3,,71.0,1.0,7.5,0.92,1.4,3.0,,36.0,86.0,19.0,0.5,0.16,32.7,4.0,-98.792535,48.994498,1.0,13.4,76.0,0.0,449.0,227.11443,2.0156975,-2.1407967,-4.156494
,,1.842480182647705,,,,,,,,,,,,,,,,,,,,,,,457.0,44.69636,-4.6823645,1.335702,6.0180664
370.0,2.0,1.9532352685928345,1.38,61.0,97.0,4.5,6.3,9.17,5.3,3.0,0.0,0.0,23.0,68.33333333333333,2.292063492063493,0.19,30.3,3.0,-84.099115,41.389106,1.0,13.7,61.0,0.0,,,,,
335.0,1.0,2.0238635540008545,1.4,30.0,29.0,2.0,7.2,2.7,3.8,3.0,0.0,0.0,15.0,0.0,0.1142857142857142,0.17,34.3,4.0,-101.472756,36.65804,1.0,,90.0,0.0,,,,,
,,2.041443109512329,,,,,,,,,,,,,,,,,,,,,,,520.0,201.51306,9.771236,-0.70849985,-10.479736
,,2.0836732387542725,,,,,,,,,,,,,,,,,,,,,,,432.0,20.824501,-38.978046,57.6572,96.63525
507.0,2.0,2.095710277557373,1.55,61.0,97.0,1.25,4.7,28.0,2.1,5.0,1.0,0.0,28.0,0.0,0.953968253968254,0.13,19.6,3.0,-77.195876,36.884866,1.0,9.6,154.0,0.08267721,,,,,
569.0,1.0,2.0989904403686523,1.56,30.0,2.0,0.14,7.6,9.17,0.0,4.0,1.0,170.0,203.0,0.0,0.0,0.18,18.5,6.0,-93.855182,32.64554,1.0,15.0,203.0,0.0,482.0,163.95064,332.437,-24.8506,-357.2876
550.0,9.0,2.1231815814971924,1.2,91.0,36.0,0.7,8.2,28.0,3.2,2.0,3.0,0.0,9.0,326.3666666666667,15.42063492063492,0.1,13.0,2.0,-106.17413,33.097651,1.0,8.9,,0.0,410.0,96.01218,-90.020584,7.7974067,97.81799
90.0,1.0,2.1278059482574463,1.42,30.0,63.0,1.51,7.3,0.2,2.9,4.0,1.0,23.0,97.0,38.3,0.8634920634920633,0.12,30.4,6.0,-95.324558,29.607384,1.0,12.3,,0.0,,,,,
511.0,2.0,2.153846502304077,1.5,,19.0,2.0,4.8,28.0,12.4,5.0,1.0,0.0,13.0,77.5,1.292063492063492,0.13,20.5,5.0,-81.045228,32.276606,1.0,9.4,,0.48818923999999997,497.0,95.984146,-3.655529,20.963001,24.61853
,,2.16126012802124,,,,,,,,,,,,,,,,,,,,,,,463.0,345.14148,-50.387962,58.303444,108.69141
254.0,3.0,2.178166627883911,1.56,61.0,39.0,0.5,7.2,9.0,0.0,2.0,1.0,20.0,30.0,33.333333333333336,0.7746031746031745,0.14,25.4,2.0,-103.095415,36.324446,1.0,10.4,,0.0,467.0,214.00206,-5.272386,3.7516618,9.024048
225.0,1.0,2.183295965194702,1.42,61.0,51.0,0.7,8.1,0.91,0.0,2.0,1.0,66.0,131.0,32.333333333333336,0.9634920634920636,0.17,34.0,4.0,-98.977998,38.020731,1.0,12.1,,0.0,411.0,104.36117,2.9962957,-14.178997,-17.175293
170.0,6.0,2.208879232406616,1.5,,29.0,2.0,7.0,9.0,1.3,5.0,,0.0,13.0,61.16666666666666,1.6365079365079367,0.23,29.0,6.0,-83.883905,45.085667,1.0,14.7,45.0,0.051181130000000005,,,,,
149.0,1.0,2.25774359703064,1.5,27.0,99.0,0.25,6.2,7.76,0.0,3.0,,165.0,203.0,0.0,0.0365079365079365,0.22,33.3,6.0,-90.224132,33.496389,1.0,14.5,106.0,0.0,,,,,
,,2.3097803592681885,,,,,,,,,,,,,,,,,,,,,,,392.0,250.55318,7.7853885,-1.4980587,-9.283447
126.0,2.0,2.3925487995147705,1.41,91.0,29.0,2.0,6.2,9.17,68.6,1.0,0.0,0.0,20.0,178.66666666666666,6.42063492063492,0.23,26.3,3.0,-87.750106,37.985767,1.0,15.7,200.0,0.0018729709908081444,,,,,
211.0,2.0,2.4405834674835205,1.45,61.0,19.0,2.25,4.7,9.0,0.0,5.0,1.0,0.0,30.0,0.0,0.1984126984126984,0.2,28.4,3.0,-76.91626,36.97916,1.0,15.2,15.0,0.0,,,,,
115.0,2.0,2.4632763862609863,1.35,,19.0,6.0,5.1,28.0,0.0,0.0,1.0,0.0,33.0,0.0,0.4412698412698412,0.14,30.7,3.0,-79.446028,34.524632,1.0,14.2,200.0,0.0,,,,,
,,2.491011619567871,,,,,,,,,,,,,,,,,,,,,,,127.0,317.39157,5.405864,-12.468282,-17.874146
693.0,8.0,2.52372407913208,1.29,150.0,19.0,3.5,4.6,9.17,0.0,5.0,0.0,0.0,15.0,0.0,2.5253968253968253,0.13,18.9,4.0,-74.4478,40.8044,0.0,11.6,31.0,0.0,239.0,193.57678,-169.74289,5.16499,174.90787
,,2.553453207015991,,,,,,,,,,,,,,,,,,,,,,,385.0,118.692024,-7.802646,5.159695,12.962341
500.0,2.0,2.5535151958465576,1.45,22.0,97.0,6.5,7.0,9.0,8.1,4.0,,0.0,20.0,80.7,2.8936507936507945,0.21,31.9,5.0,-85.070959,44.316373,1.0,11.5,138.0,0.0,454.0,118.11303,3.1931436,1.7710246,-1.4221191
82.0,2.0,2.583552598953247,1.4,46.0,97.0,1.25,5.0,9.0,19.8,2.0,1.0,0.0,18.0,133.66666666666666,3.6047619047619057,0.2,28.0,4.0,-86.928811,34.899733,1.0,15.1,183.0,0.0,,,,,
110.0,18.0,2.6151375770568848,1.48,45.0,19.0,3.5,4.6,92.0,0.3,2.0,,0.0,5.0,45.79999999999999,1.4809523809523806,0.08,14.3,0.0,-84.528165,44.700831,1.0,6.599999,76.0,0.0,383.0,349.5121,1.0472692,-0.054415308,-1.1016846
194.0,5.0,2.61891770362854,1.45,91.0,98.0,0.25,8.2,28.0,9.4,1.0,,5.0,51.0,24.433333333333334,0.4682539682539682,0.13,17.7,0.0,-107.011651,33.148402,1.0,9.300001,,0.0,,,,,
444.0,2.0,2.649080753326416,1.4,31.0,29.0,3.0,5.9,9.17,7.6,0.0,0.0,0.0,25.0,73.25,2.4,0.21,30.1,5.0,-82.673783,40.863557,1.0,14.2,93.0,0.0,394.0,206.06842,-11.59908,-3.0190628,8.580017
,,2.664280652999878,,,,,,,,,,,,,,,,,,,,,,,258.0,88.99337,58.07249,-58.823566,-116.89606
305.0,3.0,2.710345268249512,1.49,61.0,69.0,0.9,8.0,9.0,0.0,2.0,1.0,20.0,68.0,54.26666666666667,1.446031746031746,0.15,25.2,2.0,-102.761976,35.921484,1.0,7.700001,,0.0,,,,,
457.0,1.0,2.716618061065674,1.23,46.0,29.0,3.5,7.0,0.92,0.0,2.0,0.0,0.0,17.0,0.0,0.6634920634920636,0.17,43.2,6.0,-91.813374,30.046331,1.0,12.1,203.0,0.0,,,,,
49.0,3.0,2.847878932952881,1.45,100.0,93.0,1.0,6.3,92.0,17.8,1.0,0.0,25.0,30.0,127.66666666666669,3.3682539682539687,0.11,12.7,5.0,-82.711152,42.948569,1.0,9.500001,76.0,0.0,,,,,
195.0,3.0,2.8501169681549072,1.45,100.0,29.0,2.25,5.8,92.0,2.7,2.0,0.0,0.0,18.0,19.9,1.8142857142857145,0.11,17.5,6.0,-82.641454,42.913643,1.0,12.8,203.0,0.0,402.0,354.21323,-53.16081,-30.846354,22.314453
399.0,4.0,2.9568681716918945,1.58,60.0,99.0,0.25,6.5,2.7,9.7,3.0,,41.0,64.0,104.26666666666664,3.7222222222222223,0.2,31.2,5.0,-84.324442,43.92553,1.0,14.1,137.0,0.0,,,,,
,,3.062345266342163,,,,,,,,,,,,,,,,,,,,,,,221.0,146.97945,-38.08389,13.612889,51.696777
400.0,1.0,3.0671818256378174,1.33,30.0,29.0,2.5,7.3,0.21,0.0,4.0,1.0,0.0,15.0,0.0,0.0,0.17,39.9,6.0,-93.655591,32.310352,1.0,6.5,31.0,0.0,,,,,
338.0,4.0,3.08529019355774,1.6,91.0,29.0,2.5,6.6,1.0,6.0,3.0,0.0,0.0,24.0,84.89999999999999,1.307936507936508,0.21,28.0,5.0,-85.923382,42.396843,1.0,9.400001,157.0,0.0,,,,,
364.0,9.0,3.14068865776062,1.65,,14.0,0.25,8.2,233.0,25.2,2.0,,64.0,76.0,132.85,4.741269841269841,0.05,7.7,2.0,-99.382974,46.43328,1.0,6.900001,,0.0,295.0,60.133064,-1.0297202,-18.540707,-17.510986
461.0,2.0,3.170391321182251,1.56,46.0,19.0,1.25,4.2,91.0,5.8,2.0,0.0,0.0,18.0,0.0,0.5238095238095238,0.07,9.0,0.0,-81.534871,31.032091,1.0,6.3,142.0,0.0,,,,,
23.0,2.0,3.2384603023529053,1.62,61.0,89.0,0.25,7.6,91.74,35.6,5.0,1.0,122.0,203.0,92.66666666666669,2.323809523809524,0.1,17.4,1.0,-81.012542,28.156245,1.0,4.4,76.0,1.40157556,,,,,
483.0,1.0,3.2533767223358154,1.54,30.0,65.0,0.3,6.7,2.7,0.5,0.0,1.0,56.0,152.0,38.53333333333333,1.3682539682539685,0.18,33.9,6.0,-98.525669,37.471547,1.0,9.7,,0.0,442.0,94.12731,-0.773203,-1.7253515,-0.95214844
,,3.303496837615967,,,,,,,,,,,,,,,,,,,,,,,459.0,290.41623,14.1411,-3.1928842,-17.333984
539.0,1.0,3.368474006652832,1.3,99.0,19.0,2.0,8.2,9.1735,14.5,0.0,1.0,0.0,20.0,0.0,0.3317460317460317,0.16,31.2,2.0,-101.598215,36.631491,1.0,12.6,,0.0,,,,,
443.0,1.0,3.375250577926636,1.48,30.0,29.0,2.5,5.7,9.17,30.2,3.0,0.0,0.0,19.0,173.33333333333334,5.642857142857142,0.2,27.3,6.0,-93.540506,30.144816,1.0,,203.0,0.0393212445067816,525.0,310.94302,-3.5528133,23.163801,26.716614
118.0,2.0,3.4192655086517334,1.6,92.0,8.0,0.25,5.5,0.917,6.1,0.0,1.0,94.0,152.0,87.86666666666667,3.5047619047619043,0.14,30.3,5.0,-88.88523,38.690047,1.0,12.9,,0.0,273.0,203.1762,6.5117207,-1.2702616,-7.7819824
355.0,2.0,3.4329981803894043,1.45,61.0,49.0,4.0,5.1,23.0,0.0,5.0,1.0,51.0,91.0,58.66666666666666,2.5285714285714285,0.14,15.3,1.0,-81.099574,28.300413,1.0,6.1,152.0,0.0,,,,,
96.0,2.0,3.499440193176269,1.3,76.0,29.0,5.5,6.0,9.17,2.9,0.0,0.0,0.0,53.0,128.23333333333335,3.7142857142857135,0.19,34.3,3.0,-88.774146,39.696541,1.0,11.9,15.0,0.0,,,,,
,,3.510127067565918,,,,,,,,,,,,,,,,,,,,,,,256.0,78.60241,-179.59947,-67.55571,112.04376
371.0,2.0,3.541697263717652,1.4,60.0,97.0,3.5,7.2,9.0,1.5,2.0,,0.0,23.0,0.0,0.2396825396825396,0.23,31.1,3.0,-84.28924,41.819356,1.0,14.8,,0.0,504.0,327.89664,108.62497,-85.03195,-193.65692
112.0,1.0,3.542675495147705,1.4,75.0,29.0,1.25,5.3,9.0,45.8,4.0,1.0,0.0,18.0,0.0,1.855555555555556,0.22,25.0,5.0,-91.614082,33.691808,1.0,15.8,31.0,0.70301962789814,,,,,
57.0,1.0,3.5469846725463867,1.2,,96.0,7.0,4.5,9.0,0.0,0.0,0.0,33.0,43.0,0.0,0.1048387096774193,0.23,29.5,5.0,-77.250672,35.111272,1.0,14.9,203.0,0.0,346.0,190.41617,-2.0150607,1.6226346,3.6376953
43.0,3.0,3.574432373046875,1.5,45.0,29.0,1.25,5.6,9.0,0.0,2.0,1.0,0.0,18.0,0.0,1.6650793650793652,0.22,27.7,2.0,-91.903158,34.413428,1.0,,,0.0,,,,,
81.0,1.0,3.61112380027771,1.6,61.0,17.0,0.2,8.0,55.0,20.6,0.0,0.0,85.0,203.0,0.0,0.326984126984127,0.05,7.2,3.0,-86.065344,42.115431,1.0,8.8,38.0,0.0,,,,,
11.0,1.0,3.654120445251465,1.28,30.0,59.0,1.25,7.0,0.21,13.7,4.0,1.0,102.0,150.0,110.76666666666668,5.1650793650793645,0.18,42.1,6.0,-96.13007,28.996055,1.0,,122.0,0.024817193982408947,272.0,224.66632,-8.344942,9.394926,17.739868
459.0,3.0,3.7066688537597656,1.53,55.0,97.0,2.5,6.5,9.17,0.0,2.0,1.0,0.0,23.0,0.0,0.0,0.2,28.6,3.0,-83.706931,40.806883,1.0,,,0.0,,,,,
